Model,DT
CTG-1953,14.6510701430309
CTG-1990,9.97086718067382
CTG-1994,14.6510701430309
CTG-2018,18.8921693949609
CTG-2020,17.0929151668694
CTG-2045,9.08737262036095
CTG-2050,9.32340827283785
CTG-2052,14.076518372716
CTG-2062,9.20387739754506
CTG-2063,11.9650406168086
CTG-2065,13.2944895742318
CTG-2074,35.8951218504257
CTG-2079,7.47815038550536
CTG-2120,13.8058160963176
CTG-2130,9.44608469748046
CTG-2154,11.3952767779129
CTG-2165,16.6954055118259
CTG-2169,19.4027685677977
CTG-2175,21.7546193032883
CTG-2183,14.9563007710107
CTG-2186,10.8773096516442
CTG-2187,6.58626088998637
CTG-2259,11.5790715646535
CTG-2260,20.5114982002433
CTG-2262,11.217225578258
CTG-2273,14.6510701430309
CTG-2289,8.44591102362958
CTG-2318,11.217225578258
CTG-2321,21.7546193032883
CTG-2324,12.8196863751521
CTG-2332,21.7546193032883
CTG-2336,11.9650406168086
CTG-2339,14.9563007710107
CTG-2344,12.8196863751521
CTG-2352,25.6393727503041
CTG-2519,8.5464575834347
CTG-2668,10.8773096516442
CTG-2673,7.8032873587882
CTG-2686,10.1113019296974
CTG-2715,34.1858303337388
CTG-2718,8.15798223873312
CTG-2719,5.98252030840429
CTG-2723,19.4027685677977
CTG-2739,8.34770275591296
CTG-2741,16.3159644774662
CTG-2763,20.5114982002433
CTG-2905,14.076518372716
CTG-2909,14.3580487401703
CTG-2928,13.2944895742318
CTG-2984,4.0331597584748
CTG-2985,7.71938104310231
CTG-2986,14.9563007710107
CTG-2989,11.3952767779129
CTG-3013,21.7546193032883
CTG-3046,21.7546193032883
CTG-3082,20.5114982002433
CTG-3105,12.3776282242847
CTG-3107,8.25175214952316
CTG-3130,6.9029080481588
CTG-3147,20.5114982002433
CTG-3176,7.8032873587882
CTG-3207,13.5453290001607
CTG-3305,24.7552564485695
CTG-3518,26.5889791484635
CTG-3527,16.3159644774662
CTG-3547,21.7546193032883
CTG-3565,20.5114982002433
CTG-3615,5.83660517893101
CTG-3806,6.70936857017304
CTG-3984,14.076518372716
CTG-0301,9.57203249344686
CTG-0302,14.3580487401703
CTG-0303,14.3580487401703
CTG-0305,11.217225578258
CTG-0306,6.9029080481588
CTG-0307,9.44608469748046
CTG-0308,28.7160974803406
CTG-0309,14.6510701430309
CTG-0314,9.32340827283785
CTG-0381,15.6065747175764
CTG-0411,10.2557491001216
CTG-0421,18.8921693949609
CTG-0455,11.5790715646535
CTG-0463,15.6065747175764
CTG-0492,12.1678379153986
CTG-0687,7.10794492087638
CTG-0723,14.3580487401703
CTG-0727,13.5453290001607
CTG-0780,14.3580487401703
CTG-0792,19.9417343613476
CTG-0842,14.9563007710107
CTG-0849,14.076518372716
CTG-0851,9.70138428389885
CTG-0881,21.114777559074
CTG-0889,11.3952767779129
CTG-0943,10.557388779537
CTG-0955,11.0446528770541
CTG-0961,16.3159644774662
CTG-1057,11.9650406168086
CTG-1068,10.4043831450509
CTG-1122,8.15798223873312
CTG-1149,14.076518372716
CTG-1150,7.03825918635799
CTG-1295,13.052771581973
CTG-1328,9.83427995902075
CTG-1330,17.0929151668694
CTG-1331,15.6065747175764
CTG-1347,9.44608469748046
CTG-1375,7.40105605163417
CTG-1463,13.052771581973
CTG-1477,12.5947795966406
CTG-1485,11.9650406168086
CTG-1522,14.9563007710107
CTG-1643,10.8773096516442
CTG-1833,9.32340827283785
CTG-1983,12.1678379153986
CTG-2007,17.0929151668694
CTG-2059,21.114777559074
CTG-2118,6.03279358830685
CTG-2179,12.819686375152
CTG-2184,12.5947795966406
CTG-2185,12.5947795966406
CTG-2205,9.83427995902075
CTG-2347,11.0446528770541
CTG-2392,20.5114982002433
CTG-2413,7.97669374453905
CTG-2473,9.20387739754506
CTG-2511,20.5114982002433
CTG-2906,10.557388779537
CTG-3348,8.34770275591296
CTG-0486,17.9475609252129
CTG-0703,11.3952767779129
CTG-0711,13.2944895742317
CTG-0712,23.1581431293069
CTG-0781,18.8921693949609
CTG-0788,22.4344511565161
CTG-0791,7.10794492087638
CTG-0868,13.052771581973
CTG-0897,20.5114982002433
CTG-0947,14.076518372716
CTG-0956,17.0929151668694
CTG-0958,20.5114982002433
CTG-0964,10.557388779537
CTG-0992,14.9563007710107
CTG-1086,10.1113019296974
CTG-1166,8.34770275591296
CTG-1180,14.3580487401703
CTG-1301,14.9563007710107
CTG-1305,15.2745199363514
CTG-1395,21.114777559074
CTG-1423,9.08737262036095
CTG-1433,14.6510701430309
CTG-1448,18.8921693949609
CTG-1449,28.7160974803406
CTG-1498,24.7552564485695
CTG-1569,10.4043831450509
CTG-1602,4.91713997951037
CTG-1624,18.4077547950901
CTG-1627,9.70138428389885
CTG-1649,17.0929151668694
CTG-1677,10.7149617463957
CTG-1678,11.5790715646535
CTG-1692,10.8773096516442
CTG-1703,12.819686375152
CTG-1809,21.114777559074
CTG-2025,26.5889791484635
CTG-2213,17.509815536793
CTG-2299,13.052771581973
CTG-2313,5.65277509455524
CTG-2561,15.9533874890781
CTG-2733,18.8921693949609
CTG-2884,17.509815536793
CTG-3114,17.0929151668694
CTG-3226,11.9650406168086
CTG-3327,28.7160974803406
CTG-3331,26.5889791484635
CTG-3383,17.9475609252129
CTG-3416,20.5114982002433
CTG-3422,19.9417343613476
CTG-3423,19.9417343613476
CTG-3482,17.509815536793
CTG-3522,18.4077547950901
CTG-3628,13.8058160963176
CTG-3718,11.0446528770541
CTG-3871,17.9475609252129
CTG-3953,19.9417343613476
CTG-0362,13.2944895742317
CTG-0435,11.7688924099757
CTG-0436,7.25153976776278
CTG-0443,16.3159644774662
CTG-0449,9.70138428389885
CTG-0456,17.9475609252129
CTG-0499,12.1678379153986
CTG-0500,6.18881411214237
CTG-0501,7.8032873587882
CTG-0666,6.58626088998637
CTG-0718,7.10794492087638
CTG-0839,18.4077547950901
CTG-0911,5.78953578232673
CTG-0973,13.5453290001607
CTG-1471,11.5790715646535
CTG-1501,27.6116321926352
CTG-1769,7.63725996817569
CTG-2609,42.2295551181479
CTG-2679,14.076518372716
CTG-2734,18.8921693949609
CTG-2768,14.3580487401703
CTG-2815,13.8058160963176
CTG-2845,12.5947795966406
CTG-2872,6.2973897983203
CTG-3050,18.8921693949609
CTG-3057,5.56513517060864
CTG-3058,9.57203249344686
CTG-3059,23.1581431293069
CTG-3060,11.217225578258
CTG-3061,15.9533874890781
CTG-3062,5.83660517893101
CTG-3063,8.97378046260644
CTG-3112,21.114777559074
CTG-3173,4.81813716113097
CTG-3206,15.9533874890781
CTG-3429,13.052771581973
CTG-3956,7.97669374453905
CTG-0457,13.5453290001607
CTG-0804,10.2557491001216
CTG-0824,11.9650406168086
CTG-0987,6.46758952259923
CTG-1161,25.6393727503041
CTG-1165,37.7843387899219
CTG-1181,15.9533874890781
CTG-1264,17.0929151668694
CTG-1268,55.2232643852704
CTG-1271,5.09150664545046
CTG-1366,14.6510701430309
CTG-1370,11.5790715646535
CTG-1790,7.32553507151546
CTG-1864,18.4077547950901
CTG-1881,11.9650406168086
CTG-1945,25.6393727503041
CTG-2043,15.2745199363514
CTG-2922,10.1113019296974
CTG-2961,29.9126015420215
CTG-3003,14.6510701430309
CTG-3037,17.0929151668694
CTG-3127,21.114777559074
CTG-3155,9.83427995902075
CTG-3282,6.77266450008033
CTG-3338,7.47815038550536
CTG-3461,16.3159644774662
CTG-0353,13.2944895742318
CTG-0485,8.75490776839652
CTG-0707,14.6510701430309
CTG-0740,5.16476573387421
CTG-0775,10.4043831450509
CTG-0936,13.5453290001607
CTG-1010,12.819686375152
CTG-1035,32.6319289549325
CTG-1234,13.2944895742318
CTG-1519,11.5790715646535
CTG-1766,8.86299304948783
CTG-1868,7.97669374453905
CTG-3021,11.5790715646535
CTG-3024,16.6954055118259
CTG-3026,11.9650406168086
CTG-3027,8.86299304948784
CTG-3029,14.6510701430309
